binomial,fossilArea
Trimeresurus andalasensis,0
Trimeresurus andersonii,0
Trimeresurus barati,6739.786165
Trimeresurus borneensis,1660.483255
Trimeresurus brongersmai,322.2287154
Trimeresurus buniana,0
Trimeresurus cantori,487.3328225
Trimeresurus cardamomensis,6040.808019
Trimeresurus erythrurus,205601.5999
Trimeresurus fasciatus,0
Trimeresurus flavomaculatus,14241.89423
Trimeresurus fucatus,28022.21775
Trimeresurus gracilis,32.28150111
Trimeresurus gramineus,9980.773449
Trimeresurus gumprechti,762.7776685
Trimeresurus hageni,110827.4348
Trimeresurus honsonensis,0.781128768
Trimeresurus insularis,22041.5414
Trimeresurus kanburiensis,73.06823289
Trimeresurus labialis,137.4492342
Trimeresurus macrolepis,4671.939989
Trimeresurus macrops,116579.3876
Trimeresurus malabaricus,4800.459327
Trimeresurus malcolmi,104473.1044
Trimeresurus mcgregori,14.89655187
Trimeresurus medoensis,122.3334198
Trimeresurus mutabilis,0
Trimeresurus nebularis,0
Trimeresurus phuketensis,0
Trimeresurus popeiorum,63446.05016
Trimeresurus puniceus,85459.3304
Trimeresurus purpureomaculatus,65465.99933
Trimeresurus rubeus,1130.397866
Trimeresurus sabahi,27.10506912
Trimeresurus schultzei,152.8620412
Trimeresurus septentrionalis,0
Trimeresurus sichuanensis,0
Trimeresurus stejnegeri,313603.3847
Trimeresurus strigatus,5512.866589
Trimeresurus sumatranus,208214.7346
Trimeresurus tibetanus,0
Trimeresurus toba,528.40003
Trimeresurus trigonocephalus,40.6872079
Trimeresurus truongsonensis,5.966488953
Trimeresurus venustus,5659.845092
Trimeresurus vogeli,10500.6758
Trimeresurus wiroti,23873.03549
Trimeresurus yunnanensis,833.6142281
Trimetopon barbouri,7.882835861
Trimetopon gracile,0
Trimetopon pliolepis,0
Trimetopon simile,44.81974313
Trimetopon slevini,0
Trimetopon viquezi,0
Trimorphodon biscutatus,177242.3508
Trimorphodon lambda,111535.0833
Trimorphodon lyrophanes,35327.02107
Trimorphodon paucimaculatus,16601.85233
Trimorphodon quadruplex,16636.27693
Trimorphodon tau,39405.67636
Trimorphodon vilkinsonii,35756.9093
Trioceros affinis,9349.819812
Trioceros balebicornutus,0
Trioceros bitaeniatus,269733.8447
Trioceros camerunensis,2597.023856
Trioceros chapini,123553.1533
Trioceros conirostratus,0
Trioceros cristatus,158068.0073
Trioceros deremensis,0
Trioceros eisentrauti,222.0875171
Trioceros ellioti,98496.19882
Trioceros feae,0
Trioceros fuelleborni,0
Trioceros goetzei,1516.394717
Trioceros hanangensis,0
Trioceros harennae,0
Trioceros hoehnelii,523.4612956
Trioceros incornutus,1.50919048
Trioceros ituriensis,8353.22927
Trioceros jacksonii,77644.21715
Trioceros johnstoni,15072.30235
Trioceros kinangopensis,0
Trioceros kinetensis,2166.010264
Trioceros laterispinis,0
Trioceros marsabitensis,0
Trioceros melleri,22072.43502
Trioceros montium,2402.918611
Trioceros narraioca,0
Trioceros ntunte,0
Trioceros nyirit,0
Trioceros oweni,176758.5625
Trioceros perreti,0
Trioceros pfefferi,547.5728121
Trioceros quadricornis,547.5728121
Trioceros rudis,23626.23846
Trioceros schoutedeni,1886.398363
Trioceros schubotzi,0
Trioceros serratus,325.485295
Trioceros sternfeldi,818.5253627
Trioceros tempeli,915.4449229
Trioceros werneri,580.2632189
Trioceros wiedersheimi,547.5728121
Trionyx triunguis,1272701.292
Trogonophis wiegmanni,67079.655
Tropidechis carinatus,6546.091771
Tropidoclonion lineatum,11655.31505
Tropidodipsas annuliferus,6182.867079
Tropidodipsas fasciata,53605.68752
Tropidodipsas fischeri,1495.033031
Tropidodipsas philippii,5916.824161
Tropidodipsas repleta,0
Tropidodipsas sartorii,93551.96002
Tropidodipsas zweifeli,0
Tropidodryas serra,11061.41835
Tropidodryas striaticeps,30696.88667
Tropidolaemus huttoni,0
Tropidolaemus laticinctus,5133.873348
Tropidolaemus philippensis,2618.126122
Tropidolaemus subannulatus,23963.49597
Tropidolaemus wagleri,117847.9499
Tropidonophis aenigmaticus,32.94611288
Tropidonophis dahlii,196.1758016
Tropidonophis dendrophiops,3040.714752
Tropidonophis dolasii,0
Tropidonophis doriae,64645.42475
Tropidonophis elongatus,4646.614662
Tropidonophis halmahericus,0.103758427
Tropidonophis hypomelas,122.5527721
Tropidonophis mairii,277887.286
Tropidonophis mcdowelli,0
Tropidonophis montanus,0
Tropidonophis multiscutellatus,87505.54924
Tropidonophis negrosensis,0
Tropidonophis novaeguineae,7344.789778
Tropidonophis parkeri,0
Tropidonophis picturatus,60047.05384
Tropidonophis punctiventris,169.1126395
Tropidonophis statistictus,0
Tropidonophis truncatus,275.2535915
Tropidophis bucculentus,0
Tropidophis canus,3.849446374
Tropidophis caymanensis,19.91483716
Tropidophis celiae,9.996280719
Tropidophis curtus,961.6347645
Tropidophis feicki,185.8696325
Tropidophis galacelidus,128.1786138
Tropidophis grapiuna,714.8926432
Tropidophis greenwayi,134.897319
Tropidophis haetianus,5036.797345
Tropidophis hardyi,77.45749457
Tropidophis hendersoni,0
Tropidophis jamaicensis,130.9991433
Tropidophis maculatus,3383.511422
Tropidophis melanurus,37572.15526
Tropidophis morenoi,4.278620819
Tropidophis nigriventris,478.9104866
Tropidophis pardalis,19856.59059
Tropidophis parkeri,0.360038497
Tropidophis paucisquamis,627.1093604
Tropidophis pilsbryi,0
Tropidophis preciosus,0
Tropidophis schwartzi,7.666757909
Tropidophis semicinctus,5462.452346
Tropidophis spiritus,166.2104218
Tropidophis stejnegeri,10.33052077
Tropidophis stullae,0.657361512
Tropidophis taczanowskyi,0
Tropidophis wrighti,7244.128115
Tropidophis xanthogaster,18.93055118
Tropidophorus assamensis,18831.457
Tropidophorus baconi,1210.00337
Tropidophorus baviensis,6112.684889
Tropidophorus beccarii,1964.812256
Tropidophorus berdmorei,26767.61927
Tropidophorus boehmei,0
Tropidophorus brookei,6781.044394
Tropidophorus cocincinensis,1295.972976
Tropidophorus davaoensis,1236.26618
Tropidophorus grayi,3191.35335
Tropidophorus guangxiensis,0
Tropidophorus hainanus,25902.15017
Tropidophorus hangnam,0
Tropidophorus iniquus,0
Tropidophorus laotus,155.7146134
Tropidophorus latiscutatus,0
Tropidophorus matsuii,3.13579839
Tropidophorus microlepis,182.2927807
Tropidophorus micropus,0
Tropidophorus misaminius,1254.516654
Tropidophorus mocquardii,2451.503553
Tropidophorus murphyi,0
Tropidophorus noggei,0.602306812
Tropidophorus partelloi,3053.513632
Tropidophorus perplexus,154.7516593
Tropidophorus robinsoni,2231.147432
Tropidophorus sinicus,17140.30426
Tropidophorus thai,1097.976097
Tropidosaura cottrelli,0
Tropidosaura essexi,0
Tropidosaura gularis,890.5175843
Tropidosaura montana,755.5592688
Tropidoscincus aubrianus,26.94727633
Tropidoscincus boreus,115.1950801
Tropidoscincus variabilis,104.3471421
Tropidurus arenarius,828.2239366
Tropidurus bogerti,0
Tropidurus callathelys,10389.26443
Tropidurus catalanensis,95638.83338
Tropidurus chromatops,9.786726649
Tropidurus cocorobensis,134.3599125
Tropidurus erythrocephalus,42306.10112
Tropidurus etheridgei,1008567.161
Tropidurus guarani,126879.9007
Tropidurus helenae,16116.44524
Tropidurus hispidus,471472.8279
Tropidurus hygomi,2474.721554
Tropidurus imbituba,0.324854949
Tropidurus insulanus,0
Tropidurus itambere,160365.4076
Tropidurus jaguaribanus,0
Tropidurus melanopleurus,36051.08611
Tropidurus montanus,251.1567806
Tropidurus mucujensis,1794.618701
Tropidurus oreadicus,328381.4685
Tropidurus pinima,39930.92813
Tropidurus psammonastes,38098.13958
Tropidurus semitaeniatus,75185.53812
Tropidurus spinulosus,763517.5208
Tropidurus torquatus,924281.3001
Tropidurus xanthochilus,12736.89607
Tropiocolotes algericus,32779.66513
Tropiocolotes bisharicus,16034.61188
Tropiocolotes nattereri,11340.65154
Tropiocolotes naybandensis,0.004435022
Tropiocolotes nubicus,62043.76324
Tropiocolotes scortecci,9746.770487
Tropiocolotes somalicus,4992.173807
Tropiocolotes steudneri,716831.6685
Tropiocolotes tripolitanus,1932651.96
Tropiocolotes wolfgangboehmei,0
Tukutuku rakiurae,57.216205
Tumbunascincus luteilateralis,0
Tupinambis longilineus,6801.637568
Tupinambis palustris,1493.746244
Tupinambis quadrilineatus,134082.2466
Tupinambis teguixin,2083503.312
Tympanocryptis centralis,708924.3287
Tympanocryptis cephalus,772753.4792
Tympanocryptis condaminensis,0
Tympanocryptis houstoni,181.6640029
Tympanocryptis intima,475093.773
Tympanocryptis lineata,1921419.454
Tympanocryptis pentalineata,7397.506246
Tympanocryptis pinguicolla,238.5516294
Tympanocryptis tetraporophora,1761282.923
Tympanocryptis uniformis,84988.09725
Tympanocryptis wilsoni,933.142371
Typhlacontias brevipes,20604.06724
Typhlacontias gracilis,29370.93103
Typhlacontias johnsonii,1249.461401
Typhlacontias kataviensis,0
Typhlacontias punctatissimus,403.4896646
Typhlacontias rohani,144829.5137
Typhlacontias rudebecki,7.642377477
Typhlophis squamosus,130671.3498
Typhlops agoralionis,0
Typhlops anchaurus,0
Typhlops annae,0
Typhlops anousius,0
Typhlops arator,0
Typhlops biminiensis,50697.52437
Typhlops capitulatus,279.9894898
Typhlops catapontus,699.7211471
Typhlops caymanensis,24.17604813
Typhlops coecatus,2624.449845
Typhlops contorhinus,0
Typhlops dominicanus,38.2142844
Typhlops epactius,0.810865113
Typhlops eperopeus,320.397143
Typhlops geotomus,0
Typhlops golyathi,0
Typhlops gonavensis,0
Typhlops granti,5.53057952
Typhlops guadeloupensis,80.27619256
Typhlops hectus,154.2027872
Typhlops hypomethes,452.2050125
Typhlops jamaicensis,228.1946877
Typhlops leptolepis,0
Typhlops lumbricalis,749.7980299
Typhlops monastus,32.68668104
Typhlops monensis,5.474394097
Typhlops naugus,0
Typhlops notorachius,0
Typhlops oxyrhinus,47.32314409
Typhlops pachyrhinus,0
Typhlops paradoxus,26.67627706
Typhlops perimychus,0
Typhlops platycephalus,475.141007
Typhlops proancylops,22.78477748
Typhlops pusillus,5285.14386
Typhlops richardi,622.1883351
Typhlops rostellatus,381.8419762
Typhlops satelles,0
Typhlops schwartzi,1363.036063
Typhlops silus,0
Typhlops sulcatus,922.1211136
Typhlops sylleptor,0
Typhlops syntherus,0
Typhlops tetrathyreus,341.0166266
Typhlops titanops,0
Typhlops zenkeri,36.70199647
Typhlosaurus braini,31053.3235
Typhlosaurus caecus,510.0384059
Typhlosaurus lomiae,31.90236391
Typhlosaurus meyeri,18270.25526
Typhlosaurus vermis,275.0210958
Tytthoscincus aesculeticola,0
Tytthoscincus atrigularis,3104.014193
Tytthoscincus biparietalis,81.59094641
Tytthoscincus hallieri,307.3428575
Tytthoscincus parvus,22.17486437
Uma exsul,7934.862321
Uma inornata,1153.920172
Uma notata,12290.35783
Uma paraphygas,1631.760534
Uma rufopunctata,22467.67581
Uma scoparia,30789.27836
Underwoodisaurus milii,964059.3675
Underwoodisaurus seorsus,0
Ungaliophis continentalis,0
Ungaliophis panamensis,734.9838804
Uracentron azureum,191549.0028
Uracentron flaviceps,110249.7096
Uranoscodon superciliosus,254097.9524
Urocotyledon inexpectata,4.79311738
Urocotyledon palmata,2604.774219
Urocotyledon rasmusseni,0
Urocotyledon weileri,2180.981443
Urocotyledon wolterstorffi,0
Uromacer catesbyi,4989.24659
Uromacer frenatus,341.1763642
Uromacer oxyrhynchus,5435.863379
Uromacerina ricardinii,13340.95868
Uromastyx acanthinura,398819.7796
Uromastyx alfredschmidti,86846.67388
Uromastyx benti,22370.61999
Uromastyx dispar,1542220.523
Uromastyx geyri,132718.1605
Uromastyx macfadyeni,7295.175051
Uromastyx nigriventris,282989.4584
Uromastyx occidentalis,72245.489920000007
Uromastyx ocellata,274071.1798
Uromastyx ornata,35632.12218
Uromastyx princeps,7727.877913
Uromastyx shobraki,2783.418289
Uromastyx thomasi,2093.235985
Uromastyx yemenensis,1740.972551
Uropeltis arcticeps,411.6154294
Uropeltis beddomii,0
Uropeltis bicatenata,0
Uropeltis broughami,2.582560347
Uropeltis ceylanicus,176.8383642
Uropeltis dindigalensis,2.582560347
Uropeltis ellioti,23040.89211
Uropeltis liura,1651.769412
Uropeltis macrolepis,1638.319924
Uropeltis macrorhyncha,0
Uropeltis maculata,0
Uropeltis madurensis,0
Uropeltis melanogaster,0
Uropeltis myhendrae,0
Uropeltis nitida,0
Uropeltis ocellata,0
Uropeltis petersi,0
Uropeltis phillipsi,0
Uropeltis phipsonii,637.0041083
Uropeltis pulneyensis,0
Uropeltis rubrolineata,9.996280737
Uropeltis rubromaculatus,0
Uropeltis ruhunae,0
Uropeltis shorttii,0
Uropeltis smithi,0
Uropeltis woodmasoni,0
Uroplatus alluaudi,0
Uroplatus ebenaui,3207.125932
Uroplatus fimbriatus,4125.937622
Uroplatus finiavana,0
Uroplatus giganteus,62.49912444
Uroplatus guentheri,781.2941089
Uroplatus henkeli,1322.995064
Uroplatus lineatus,609.148264
Uroplatus malahelo,10.40183296
Uroplatus malama,0
Uroplatus phantasticus,7.168945701
Uroplatus pietschmanni,0
Uroplatus sameiti,4113.625456
Uroplatus sikorae,2377.354121
Urosaurus auriculatus,0
Urosaurus bicarinatus,21238.39759
Urosaurus clarionensis,0
Urosaurus gadovi,12.19335856
Urosaurus graciosus,112678.7324
Urosaurus irregularis,0
Urosaurus lahtelai,0
Urosaurus nigricaudus,3538.669012
Urosaurus ornatus,285864.8636
Urostrophus gallardoi,128860.2072
Urostrophus vautieri,0
Urotheca decipiens,382.4125833
Urotheca dumerilli,0
Urotheca fulviceps,621.1823635
Urotheca guentheri,7129.870292
Urotheca lateristriga,15420.45082
Urotheca multilineata,0
Urotheca myersi,0
Urotheca pachyura,406.1421139
Uta encantadae,0.617475466
Uta lowei,0.464402468
Uta nolascensis,0
Uta palmeri,0
Uta squamata,3.588468982
Uta stansburiana,596184.0162
Uta tumidarostra,9.691770215
Uvidicolus sphyrurus,4567.5872
Vanzosaura multiscutatus,0
Vanzosaura rubricauda,640470.8857
Vanzosaura savanicola,0
Varanus acanthurus,958968.6952
Varanus albigularis,1234325.456
Varanus auffenbergi,59.53161875
Varanus bangonorum,353.8325417
Varanus baritji,43250.77623
Varanus beccarii,521.8476644
Varanus bengalensis,1665240.785
Varanus bitatawa,2.489339287
Varanus boehmei,110.6775845
Varanus bogerti,12.74044904
Varanus brevicauda,729143.617
Varanus bushi,0
Varanus caerulivirens,168.5955863
Varanus caudolineatus,61492.25849
Varanus cerambonensis,492.5518932
Varanus cumingi,3522.143581
Varanus dalubhasa,609.3213199
Varanus doreanus,874.8939231
Varanus dumerilii,243192.601
Varanus eremius,939051.8936
Varanus exanthematicus,1729355.928
Varanus finschi,385.7876592
Varanus flavescens,590775.9419
Varanus giganteus,845425.8052
Varanus gilleni,1082111.05
Varanus glauerti,14227.49539
Varanus glebopalma,103852.8988
Varanus gouldii,2195062.867
Varanus hamersleyensis,0
Varanus indicus,254668.829
Varanus jobiensis,83952.15601
Varanus juxtindicus,12.94825753
Varanus keithhornei,1704.92681
Varanus kingorum,8461.610023
Varanus komodoensis,48.70431096
Varanus kordensis,67.33395405
Varanus lirungensis,10.62217005
Varanus mabitang,0
Varanus macraei,27.8971878
Varanus marmoratus,11356.98749
Varanus melinus,66.3775247
Varanus mertensi,308937.2847
Varanus mitchelli,64574.10964
Varanus nebulosus,446847.1827
Varanus niloticus,2373394.723
Varanus nuchalis,2174.456189
Varanus obor,25.55673059
Varanus olivaceus,243.8696605
Varanus ornatus,238073.8215
Varanus palawanensis,329.6275975
Varanus panoptes,382740.8427
Varanus pilbarensis,0
Varanus prasinus,115108.0801
Varanus primordius,8456.981693
Varanus rainerguentheri,517.7035543
Varanus rasmusseni,47.27637858
Varanus reisingeri,21.24140793
Varanus rosenbergi,53650.47658
Varanus rudicollis,211651.0238
Varanus salvadorii,107067.0431
Varanus salvator,827723.1344
Varanus samarensis,169.6449973
Varanus scalaris,295518.0746
Varanus semiremex,22772.50695
Varanus similis,9.304524719
Varanus sparnus,2556.863108
Varanus spenceri,155041.8109
Varanus spinulosus,150.3892249
Varanus storri,166239.4327
Varanus telenesetes,5.853281431
Varanus timorensis,169.0762634
Varanus togianus,7507.438012
Varanus tristis,1939658.329
Varanus varius,361260.3109
Varanus yemenensis,24002.97403
Varanus yuwonoi,170.8484986
Varanus zugorum,93.42066969
Varzea altamazonica,130373.9807
Varzea bistriata,354794.2668
Vermicella annulata,926262.1207
Vermicella calonotus,189.3572662
Vermicella intermedia,8753.793304
Vermicella multifasciata,21064.47118
Vermicella snelli,1148.784082
Vermicella vermiformis,5177.856253
Vhembelacerta rupicola,0
Vietnascincus rugosus,0
Vijayachelys silvatica,4130.099941
Vipera altaica,0
Vipera anatolica,0
Vipera aspis,43791.47118
Vipera barani,168.5321742
Vipera berus,841690.1867
Vipera kaznakovi,16098.72571
Vipera latastei,14775.95817
Vipera magnifica,0
Vipera monticola,1717.266745
Vipera orlovi,102.2212424
Vipera pontica,0
Vipera seoanei,414.489401
Virginia valeriae,55690.11531
Voeltzkowia fierinensis,2601.903241
Voeltzkowia lineata,3779.060597
Voeltzkowia mira,430.9430842
Voeltzkowia petiti,60.44162994
Voeltzkowia rubrocaudata,13970.67207
Walterinnesia aegyptia,34082.84092
Woodworthia brunneus,1004.083056
Woodworthia chrysosireticus,30.78835956
Woodworthia maculatus,154.7921888
Xantusia arizonae,177.4168994
Xantusia bezyi,233.175702
Xantusia bolsonae,0
Xantusia extorris,0
Xantusia gilberti,0
Xantusia gracilis,0
Xantusia henshawi,277.5441544
Xantusia jaycolei,0
Xantusia riversiana,0
Xantusia sanchezi,0
Xantusia sherbrookei,0
Xantusia sierrae,44.29761943
Xantusia vigilis,97238.20708
Xantusia wigginsi,8327.606434
Xenagama batillifera,13393.59144
Xenagama taylori,17678.49782
Xenagama wilmsi,7658.788928
Xenagama zonura,1487.995882
Xenelaphis ellipsifer,109948.3842
Xenelaphis hexagonotus,230958.8731
Xenocalamus bicolor,417431.9082
Xenocalamus mechowii,245307.5619
Xenocalamus michellii,1424.549264
Xenocalamus sabiensis,39456.16403
Xenocalamus transvaalensis,3578.864736
Xenochrophis asperrimus,4094.63299
Xenochrophis bellula,46136.19042
Xenochrophis cerasogaster,592178.1736
Xenochrophis flavipunctatus,364370.9133
Xenochrophis maculatus,208574.4935
Xenochrophis melanzostus,21254.44127
Xenochrophis piscator,1602331.755
Xenochrophis punctulatus,23405.72341
Xenochrophis sanctijohannis,143845.5124
Xenochrophis schnurrenbergeri,343273.0984
Xenochrophis trianguligerus,315864.616
Xenochrophis tytleri,0
Xenochrophis vittatus,106417.1361
Xenodermus javanicus,228430.575
Xenodon dorbignyi,1177996.088
Xenodon guentheri,0
Xenodon histricus,8654.199349
Xenodon matogrossensis,150187.8028
Xenodon merremi,1577424.633
Xenodon nattereri,264388.9514
Xenodon neuwiedii,132700.8766
Xenodon pulcher,43974.60875
Xenodon rabdocephalus,1161325.18
Xenodon semicinctus,1498297.443
Xenodon severus,1054104.698
Xenodon werneri,32.25231489
Xenopeltis hainanensis,42057.64036
Xenopeltis unicolor,592030.3146
Xenophidion acanthognathus,0
Xenophidion schaeferi,0
Xenopholis scalaris,928584.3785
Xenopholis undulatus,243278.8146
Xenopholis werdingorum,89080.72418
Xenosaurus agrenon,0
Xenosaurus grandis,25847.27563
Xenosaurus mendozai,58.62156705
Xenosaurus newmanorum,0
Xenosaurus penai,0
Xenosaurus phalaroanthereon,0
Xenosaurus platyceps,228.5453285
Xenosaurus rackhami,0
Xenosaurus rectocollaris,0
Xenosaurus tzacualtipantecus,50.46339211
Xenotyphlops grandidieri,0
Xerotyphlops etheridgei,635.1644089
Xerotyphlops socotranus,0
Xerotyphlops wilsoni,9.921811135
Xyelodontophis uluguruensis,0
Xylophis captaini,0.085969657
Xylophis perroteti,4153.195132
Xylophis stenorhynchus,5839.249702
Zamenis lineatus,2138.167811
Zamenis situla,20611.94666
Zonosaurus aeneus,27.61493579
Zonosaurus anelanelany,63.77281289
Zonosaurus bemaraha,0
Zonosaurus boettgeri,1311.125372
Zonosaurus brygooi,768.5276091
Zonosaurus haraldmeieri,240.4228171
Zonosaurus karsteni,3300.777247
Zonosaurus laticaudatus,21912.24678
Zonosaurus madagascariensis,28067.60033
Zonosaurus maramaintso,0
Zonosaurus maximus,1404.658234
Zonosaurus ornatus,184.9942751
Zonosaurus quadrilineatus,319.1037123
Zonosaurus rufipes,1456.906992
Zonosaurus subunicolor,110.1647038
Zonosaurus trilineatus,770.1022629
Zonosaurus tsingy,891.8315737
Zygaspis dolichomenta,3618.590304
Zygaspis ferox,2203.557557
Zygaspis kafuensis,3862.766605
Zygaspis nigra,84576.96904
Zygaspis quadrifrons,497592.7997
Zygaspis vandami,74941.31951
Zygaspis violacea,37802.40326
Ablepharus bivittatus,223910.5595
Ablepharus chernovi,13486.91499
Ablepharus deserti,347367.3334
Ablepharus lindbergi,2149.946897
Ablepharus pannonicus,948502.3335
Acanthodactylus boskianus,5251660.262
Acanthodactylus grandis,216465.6595
Acanthodactylus hardyi,158054.4601
Acanthodactylus nilsoni,2.716425013
Acanthodactylus orientalis,80120.67376
Acanthodactylus scutellatus,3455907.945
Agamura persica,754671.4417
Alsophylax laevis,89299.41209
Alsophylax loricatus,72396.29234
Alsophylax pipiens,1285307.385
Alsophylax szczerbaki,13828.49028
Anguis colchica,349925.861
Apathya cappadocica,23980.60148
Asaccus andersoni,0
Asaccus elisae,120260.5216
Asaccus griseonotus,19181.76598
Asaccus kermanshahensis,116.1591256
Asaccus kurdistanensis,0
Asaccus nasrullahi,0
Asaccus saffinae,0
Blanus strauchi,12475.65587
Boiga trigonata,2120866.468
Bunopus crassicauda,176943.6157
Bunopus tuberculatus,1490256.396
Coronella austriaca,736625.3892
Crossobamon eversmanni,764368.7174
Cyrtopodion scabrum,1643316.983
Darevskia alpina,11540.84499
Darevskia armeniaca,9167.922498
Darevskia bendimahiensis,403.3219947
Darevskia caspica,3449.771588
Darevskia caucasica,8017.791963
Darevskia chlorogaster,42984.09393
Darevskia daghestanica,16278.45771
Darevskia dahli,1066.726129
Darevskia defilippii,35101.48421
Darevskia derjugini,2569.841525
Darevskia dryada,568.8011053
Darevskia kamii,4108.548658
Darevskia kopetdaghica,1634.353751
Darevskia mixta,42.55959903
Darevskia parvula,2140.044007
Darevskia portschinskii,632.1295567
Darevskia praticola,41987.80337
Darevskia raddei,18964.3639
Darevskia rostombekowi,483.954704
Darevskia rudis,16355.0625
Darevskia saxicola,19890.52397
Darevskia schaekeli,1430.556675
Darevskia steineri,50.35432221
Darevskia unisexualis,2043.198625
Darevskia valentini,9090.318926
Dolichophis caspius,369497.2961
Dolichophis jugularis,56749.75135
Dolichophis schmidti,176655.574
Echis carinatus,2406048.818
Eirenis collaris,139665.7564
Eirenis coronelloides,46583.97114
Eirenis hakkariensis,0
Eirenis medus,81763.85606
Eirenis modestus,177611.6512
Eirenis persicus,662682.9093
Eirenis punctatolineatus,142880.0638
Elaphe dione,4620753.718
Elaphe sauromates,582397.0208
Emys orbicularis,1092119.483
Eremias andersoni,2120.559525
Eremias arguta,1392235.548
Eremias fasciata,477501.1127
Eremias grammica,1021261.111
Eremias intermedia,1019793.773
Eremias kavirensis,307.1278673
Eremias lineolata,736090.6695
Eremias montana,12.09835202
Eremias nigrocellata,86605.61175
Eremias papenfussi,0
Eremias persica,673358.7541
Eremias pleskei,6458.257013
Eremias regeli,48181.22681
Eremias scripta,836397.669
Eremias strauchi,95687.04778
Eremias suphani,2781.32877
Eremias velox,2092528.633
Eryx elegans,516652.4332
Eryx jaculus,759160.8067
Eryx johnii,1724881.948
Eryx miliaris,3193408.995
Eryx tataricus,2319488.505
Eublepharis angramainyu,20129.19613
Eublepharis turcmenicus,29889.60118
Eumeces blythianus,301616.7643
Eumeces schneideri,1039962.178
Eurylepis taeniolata,867477.6897
Gloydius halys,1331926.502
Gloydius intermedius,1618448.147
Hemidactylus persicus,414126.4204
Hemidactylus robustus,562641.2778
Hemidactylus turcicus,396281.9851
Hemorrhois nummifer,73451.054
Hemorrhois ravergieri,3453726.899
Iranolacerta brandtii,8328.165424
Lacerta agilis,1329269.178
Lacerta media,129738.4353
Lacerta strigata,116276.8327
Laudakia nupta,583134.2025
Lycodon striatus,1828215.365
Lytorhynchus diadema,4665095.141
Lytorhynchus ridgewayi,570536.5519
Macrovipera lebetina,670658.0755
Malpolon insignitus,345027.6289
Mauremys caspica,500664.1878
Mediodactylus aspratilis,2735.560524
Mediodactylus heterocercus,8193.349635
Mediodactylus heteropholis,486.9610609
Mediodactylus kotschyi,57226.96133
Mediodactylus russowii,1094284.607
Mediodactylus spinicauda,39163.77092
Mesalina brevirostris,282988.9872
Mesalina watsonana,1132318.55
Microgecko helenae,27944.66631
Microgecko latifi,110368.3071
Montivipera latifii,3835.720618
Montivipera raddei,9808.420981
Myriopholis macrorhyncha,1146812.023
Naja oxiana,746602.7076
Natrix natrix,1895297.048
Natrix tessellata,1801764.748
Oligodon taeniolatus,1271830.074
Ophiomorus brevipes,218369.3908
Ophiomorus chernovi,66.7609686
Ophiomorus maranjabensis,971.8994888
Ophiomorus nuchalis,1211.401001
Ophiomorus tridactylus,96253.64572
Ophisops elegans,490620.0214
Paralaudakia bochariensis,28818.615
Paralaudakia caucasia,458567.7736
Paralaudakia erythrogaster,11090.26202
Paralaudakia lehmanni,70901.37268
Paralaudakia microlepis,515951.8412
Parvilacerta parva,23934.00804
Phrynocephalus golubewii,39576.11446
Phrynocephalus guttatus,898280.6734
Phrynocephalus helioscopus,1940216.619
Phrynocephalus interscapularis,691737.4894
Phrynocephalus maculatus,1322620.142
Phrynocephalus mystaceus,1240211.505
Phrynocephalus ornatus,204495.3262
Phrynocephalus persicus,105179.8309
Phrynocephalus raddei,198238.3371
Phrynocephalus reticulatus,349095.2651
Phrynocephalus rossikowi,89463.16085
Phrynocephalus scutellatus,688525.3127
Platyceps karelini,1312245.978
Platyceps najadum,848715.4779
Platyceps rhodorachis,1747987.595
Psammophis lineolatus,3015556.47
Psammophis schokari,6029826.054
Pseudocerastes fieldi,51470.22534
Pseudocerastes persicus,831479.3791
Pseudocerastes urarachnoides,3612.391167
Pseudopus apodus,296047.9149
Ptyas mucosa,2110237.544
Rafetus euphraticus,135715.1752
Rhynchocalamus melanocephalus,205025.8425
Saara asmussi,314431.3581
Saara loricata,79321.82883
Spalerosophis diadema,5654308.831
Spalerosophis microlepis,120511.4501
Stellagama stellio,76972.60716
Stenodactylus slevini,271501.5777
Telescopus fallax,243304.4788
Telescopus rhinopoma,543589.2508
Telescopus tessellatus,170533.0036
Tenuidactylus bogdanovi,6586.516656
Tenuidactylus caspius,918646.1925
Tenuidactylus fedtschenkoi,116365.4027
Tenuidactylus longipes,93632.00769
Tenuidactylus turcmenicus,5906.487151
Teratoscincus bedriagai,144846.3911
Teratoscincus keyserlingii,559719.575
Teratoscincus scincus,1062361.56
Testudo graeca,952311.7337
Testudo horsfieldii,1739941.538
Timon princeps,15702.66469
Trachylepis aurata,360417.4238
Trachylepis septemtaeniata,424125.4648
Trachylepis vittata,189326.1056
Trapelus agilis,1462269.586
Trapelus agnetae,179129.7064
Trapelus ruderatus,560271.6451
Trapelus sanguinolentus,1135816.064
Uromastyx aegyptia,929693.1048
Varanus griseus,6690528.06
Varanus nesterovi,80632.30334
Vipera ammodytes,80643.52006
Vipera darevskii,0
Vipera dinniki,7319.614302
Vipera eriwanensis,8548.174366
Vipera lotievi,0
Vipera renardi,678858.0883
Vipera shemakhensis,774.6479145
Vipera transcaucasiana,0
Vipera ursinii,702740.353
Walterinnesia morgani,257727.5016
Xerotyphlops vermicularis,424681.5
Zamenis hohenackeri,32303.31432
Zamenis longissimus,385457.8077
