OBJECTID,FID_AMPHIBIANS_Dissolve,id_no,binomial,original_area_km2,FID_Basins,Type,ID,Structure,Area,SubClass,MainClass,VERTEX,Shape_Length,Shape_Area,final_area_km2
959,2061,56124,Hyperolius chrysogaster,11207.23744,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.58060836,0.004841869,59.59427573
960,2062,56127,Hyperolius concolor,1119758.025,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,141.4490794,6.982858062,85511.29191
961,2065,56130,Hyperolius discodactylus,12383.48161,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.086819933,0.000104871,1.290856921
962,2072,56137,Hyperolius fusciventris,576362.9236,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,153.3895484,5.952590936,72918.73055
963,2075,56141,Hyperolius guttulatus,615759.4224,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,145.5786337,5.080069682,62280.2072
964,2085,56152,Hyperolius langi,90317.68587,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.24940564,0.138394085,1703.435556
965,2086,56153,Hyperolius lateralis,302571.5966,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,90.74818339,2.882616804,35448.16009
966,2092,56160,Hyperolius major,43429.13592,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.021583752,2.66702E-05,0.323567221
967,2093,56162,Hyperolius mariae,78115.65055,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,45.72196074,1.512105453,18451.5457
968,2095,56165,Hyperolius mitchelli,809668.9789,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,153.514926,7.060001626,84357.81533
969,173,19843,Salamandra atra,111209.8527,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.82185489,0.006232438,52.33314146
970,178,20454,Speleomantes ambrosii,1042.79964,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.748784409,0.003038566,27.07611094
971,180,20456,Speleomantes genei,2152.332728,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.284807117,0.000308533,2.944339137
972,182,20458,Speleomantes italicus,17668.65599,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.027265357,1.82398E-05,0.162729678
973,185,21529,Taudactylus acutirostris,14582.00919,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.24966189,0.088536777,1038.321368
974,190,21534,Taudactylus rheophilus,4713.904499,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.18371805,0.002911142,34.36425054
975,199,21816,Thoropa lutzi,17814.69097,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.717166922,0.024573403,279.595223
976,201,22212,Triturus cristatus,4374960.565,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,781.8593464,24.11201731,185055.8198
977,291,41076,Cyclorana platycephala,1595482.928,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,223.9950774,60.77413062,655950.2589
978,292,41077,Litoria vagitus,43660.27617,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,39.75996328,1.481238044,17491.5472
979,293,41078,Litoria verrucosa,391267.2991,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,75.10465618,24.48582252,262301.079
980,294,41079,Litoria adelaidensis,123339.3051,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.95456112,0.067405563,694.8766406
981,296,41081,Litoria burrowsi,23016.20513,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.755157091,0.010484722,95.76314826
982,297,41082,Litoria caerulea,4098387.967,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1022.23889,136.2404981,1533266.471
983,402,41198,Uperoleia littlejohni,122416.6903,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,15.56918583,0.363096131,4196.878688
984,403,41199,Uperoleia mimula,135474.064,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,87.971465,1.516207828,17915.69966
985,404,41200,Uperoleia rugosa,961541.7943,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,199.9324251,33.71258834,360539.1066
986,405,41201,Uperoleia russelli,260413.3851,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,37.11071113,2.901810012,33297.17572
987,406,41202,Papurana daemeli,660489.8208,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,294.4366564,10.40713399,126516.1417
988,453,54384,Arthroleptis spinalis,164.971894,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.274303991,0.000614514,7.542678117
989,454,54386,Arthroleptis sylvaticus,1013498.677,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,110.7109317,8.290509733,102019.5728
990,455,54387,Arthroleptis taeniatus,723718.3753,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,51.21694977,0.499705434,6147.710386
991,458,54390,Arthroleptis tuberosus,1128770.995,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,91.11533687,7.510221456,92419.36641
992,459,54391,Arthroleptis variabilis,1636868.716,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,188.5319593,10.69655869,131351.0095
993,512,54450,Bombina pachypus,109905.1122,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.62368038,0.193958154,1786.969248
994,513,54451,Bombina variegata,1093942.888,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,216.6429409,5.574405421,48714.89554
995,514,54452,Brachycephalus didactylus,21903.93582,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.100582101,0.051175293,582.7816864
996,657,54600,Sclerophrys camerunensis,900343.3324,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,82.18404173,4.154403599,51113.70162
997,677,54621,Rhinella crucifer,379618.0486,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,106.83671,1.226691353,14814.00749
998,679,54623,Poyntonophrynus damaranus,72865.33854,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.736346152,0.033753447,392.9591633
999,680,54624,Sclerophrys danielae,193.7791246,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.165712961,0.000103025,1.263694602
1000,683,54627,Duttaphrynus dhufarensis,478518.724,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,153.4058511,4.417768827,51549.52507
1001,687,54631,Sclerophrys dodsoni,863734.8287,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,203.4116711,9.706739402,117189.1399
1002,703,54649,Sclerophrys garmani,1754466.989,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,245.5463598,18.69208295,215917.809
1003,707,54653,Sclerophrys gracilipes,1129749.956,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,103.8650117,6.007420281,73921.97125
1004,733,54681,Sclerophrys kerinyagae,122966.3368,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.271090222,0.259111221,3129.977063
1005,734,54682,Sclerophrys kisoloensis,52751.14741,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.172592531,0.044740131,550.5050111
1006,738,54686,Sclerophrys langanoensis,12468.44837,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.03071938,0.148713797,1811.315195
1007,740,54688,Sclerophrys latifrons,286403.9232,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,53.51886901,0.507662537,6245.356389
1008,786,54740,Rhinella pygmaea,17534.79193,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.7251501,0.359448437,4105.951192
1009,793,54747,Sclerophrys regularis,7459441.992,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1298.993147,110.5891941,1324895.92
1010,1315,55334,Gastrotheca fissipes,181111.143,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.474455424,0.036309695,433.5159314
1011,1368,55389,Dendropsophus anceps,206632.3865,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,49.33225192,0.687530459,7939.779489
1012,1380,55401,Boana atlantica,76351.96274,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.455051757,0.006018036,72.64993217
1013,1388,55411,Dendropsophus bipunctatus,150402.0039,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,78.51925192,0.90446303,10554.73213
1014,1463,55488,Dendropsophus giesleri,42581.9492,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.79614492,0.321268713,3672.855514
1015,1472,55498,Dendropsophus haddadi,47818.45452,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,30.17789397,0.384927786,4525.628892
1016,1524,55557,Hyla meridionalis,684179.6931,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,237.3381772,4.483144639,44761.7905
1017,1546,55580,Dendropsophus oliveirai,238207.5056,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.31613401,0.100357542,1219.932847
1018,1606,55645,Hyla sarda,31503.52699,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.7075996,0.086184779,811.5690937
1019,1608,55647,Hyla savignyi,780184.3669,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,198.3296118,9.911005491,100774.1104
1020,1613,55652,Boana semilineata,587285.666,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,132.4484341,1.153747246,13359.30019
1021,1735,55781,Nyctimystes perimetri,1108.336851,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.887576851,0.001605914,19.38374426
1022,1780,55827,Phrynomedusa marginata,40451.37234,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.82592432,0.38909843,4444.087678
1023,1782,55829,Phyllodytes acuminatus,72322.04406,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.616324972,0.007038109,85.26746747
1024,1787,55834,Phyllodytes kautskyi,21023.48014,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.15094898,0.004255723,49.78286488
1025,1788,55835,Phyllodytes luteolus,140607.9445,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.62599079,0.545368705,6458.047663
1026,1789,55836,Phyllodytes melanomystax,34161.56388,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,28.08592034,0.205439314,2458.990347
1027,1874,55922,Ololygon agilis,25584.56085,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.95264314,0.250713724,2925.228065
1028,1884,55932,Scinax auratus,122266.5594,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.765419627,0.00273946,33.13838915
1029,1893,55941,Scinax cardosoi,24114.77454,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.069335358,0.000131426,1.507210761
1030,1901,55949,Scinax cuspidatus,204490.0817,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,64.29221819,0.776503715,8991.038114
1031,1952,56003,Ololygon v-signata,28963.935,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.731377508,0.104766396,1200.635741
1032,1965,56017,Sphaenorhynchus palustris,107725.4806,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,38.16781681,0.403402449,4746.302179
1033,2013,56073,Afrixalus osorioi,1827044.695,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,237.3930487,10.98586136,135182.6936
1034,2014,56074,Afrixalus paradorsalis,450752.0297,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,38.57128317,0.365261727,4491.171091
1035,2015,56075,Afrixalus quadrivittatus,5187441.815,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,770.9110706,52.62052413,644245.1762
1036,2017,56077,Afrixalus septentrionalis,36662.60738,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.53096645,0.824051371,10132.27768
1037,2019,56079,Afrixalus stuhlmanni,109434.9665,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,48.96108779,1.248013296,15229.11438
1038,2020,56080,Afrixalus sylvaticus,7963.170115,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.3810195,0.151601394,1856.898891
1039,2024,56084,Afrixalus vittiger,1528799.591,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,269.8139597,8.524013551,103131.1361
1040,2025,56085,Afrixalus weidholzi,2158264.151,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,223.0660975,5.516266036,66995.7874
1041,2077,56144,Hyperolius hutsebauti,405034.9478,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,31.90853789,1.399060085,17176.91039
1042,2079,56146,Hyperolius kachalolae,171618.763,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,25.67626126,1.385882411,16560.4451
1043,2082,56149,Hyperolius kivuensis,2983645.497,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,753.9163216,43.02550516,522950.135
1044,2083,56150,Hyperolius kuligae,507415.0555,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,27.84418392,0.452786829,5572.766171
1045,2084,56151,Hyperolius lamottei,332085.6873,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,220.3560791,1.913907148,23117.64739
1046,2101,56173,Hyperolius occidentalis,123762.1747,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,194.6038539,1.668367758,20130.24071
1047,2102,56174,Hyperolius ocellatus,2193123.812,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,235.8317862,13.87089674,170677.7571
1048,2103,56176,Hyperolius parallelus,2104947.164,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,210.5035571,16.39566465,194829.3172
1049,2104,56177,Hyperolius pardalis,345367.089,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.703072781,0.037295232,459.0065058
1050,2105,56178,Hyperolius parkeri,237865.0168,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,126.3798611,3.46392819,41376.91896
1051,2106,56179,Hyperolius phantasticus,1203569.638,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,208.7527433,13.53940205,166601.8685
1052,2107,56180,Hyperolius picturatus,312211.8504,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,40.87493621,0.342986992,4202.957704
1053,2108,56181,Hyperolius pictus,33516.33305,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.040988624,0.038067476,463.2888878
1054,2109,56182,Hyperolius platyceps,1624578.033,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,193.4240208,11.78907971,145059.3038
1055,2114,56187,Hyperolius puncticulatus,920.5660189,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.932279687,0.000976556,11.95409866
1056,2117,56191,Hyperolius pyrrhodictyon,43719.57968,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.6034045,1.32542201,15707.8174
1057,2118,56192,Hyperolius quadratomaculatus,69.77753231,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.268221489,0.005724878,69.77753231
1058,2119,56193,Hyperolius quinquevittatus,1364708.643,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,336.1994437,15.33558386,185119.9687
1059,2122,56198,Hyperolius riggenbachi,15634.81782,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.474741178,0.016989381,208.0478702
1060,2124,56200,Hyperolius rubrovermiculatus,421.8205318,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.093656051,0.00016051,1.970002252
1061,2126,56202,Hyperolius schoutedeni,834905.8972,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,117.5253859,7.137621053,87826.12714
1062,2130,56208,Hyperolius steindachneri,205562.9539,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,63.08354338,1.71706244,20728.86684
1063,2133,56211,Hyperolius sylvaticus,346947.4207,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,76.41321134,4.963047169,60821.91664
1064,2136,56216,Hyperolius tuberculatus,1956619.413,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,239.7122081,13.97810647,171987.8181
1065,2138,56218,Hyperolius vilhenai,135.8901632,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.15681887,0.000702115,8.517430921
1066,2139,56220,Hyperolius viridigulosus,32288.72583,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,13.42752189,0.195463147,2396.231148
1067,2140,56221,Hyperolius viridis,45680.78916,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.03639358,0.274857763,3340.863014
1068,2142,56224,Hyperolius zonatus,145253.1227,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.69186576,0.117789466,1442.671127
1069,2143,56225,Kassina arboricola,153336.269,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,15.90403938,0.224014589,2746.271615
1070,824,54783,Sclerophrys tuberosa,864065.1709,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,85.63413447,5.268790595,64829.43179
1071,825,54784,Sclerophrys turkanae,89.55414786,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.189605827,0.001144469,14.0705839
1072,827,54786,Sclerophrys urunguensis,395.4069685,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.595067585,0.001181451,14.38026951
1073,833,54794,Sclerophrys villiersi,7517.948391,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.026672727,4.40168E-05,0.538864053
1074,834,54796,Sclerophrys vittata,62823.54543,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,25.44397977,0.740110616,9107.974481
1075,836,54799,Sclerophrys xeros,6286629.899,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1378.208781,205.2931527,2445617.448
1076,2144,56226,Kassina cassinoides,1590492.641,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,138.2134271,10.8177932,129805.7421
1077,2145,56227,Kassina cochranae,174153.5395,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.838850946,0.03021567,369.1096144
1078,2146,56228,Kassina fusca,819826.5738,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,44.04595745,1.102651588,13269.18772
1079,2147,56229,Kassina kuvangensis,561513.531,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,108.2500961,7.826153,94049.83667
1080,2150,56232,Kassina maculifer,160054.8981,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,27.9391789,3.973267394,48843.5833
1081,2151,56233,Kassina maculosa,706125.5767,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.10956214,0.059281037,727.131452
1082,2155,56237,Kassina somalica,612349.8405,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,148.8382121,20.86214448,256598.4876
1083,2164,56249,Leptopelis bufonides,1258820.319,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,79.70098053,6.555975174,79096.96489
1084,2165,56250,Leptopelis calcaratus,1887764.97,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,229.7904452,13.69198197,168476.7911
1085,2185,56272,Leptopelis ocellatus,1040287.704,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,138.1160313,10.51735069,129419.752
1086,2186,56273,Leptopelis aubryioides,582053.3772,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,60.56856463,0.549556497,6759.298585
1087,2187,56274,Leptopelis oryi,35253.91395,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.134212133,0.144498862,1777.563619
1088,2189,56276,Leptopelis parbocagii,961705.317,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,233.073945,10.40131018,125497.6953
1089,2193,56280,Leptopelis rufus,236930.9431,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,63.05204333,0.58987062,7252.830877
1090,2195,56283,Leptopelis vannutellii,41588.77975,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.260484581,0.019673436,240.8092103
1091,2197,56285,Leptopelis viridis,3423364.03,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,399.7199629,27.73203403,335423.0786
1092,2202,56290,Opisthothylax immaculatus,816120.0354,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,93.64658676,3.580788551,43943.48489
1093,2204,56292,Paracassina obscura,151622.7093,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.317185566,0.071299397,867.5337648
1094,2205,56293,Phlyctimantis boulengeri,384199.3826,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,64.62455588,1.274242286,15626.9642
1095,2207,56295,Phlyctimantis leonardi,655222.7959,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,94.48494206,5.428563724,66804.04358
1096,2789,56898,Pristimantis ramagii,152668.6943,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,46.16896628,0.29640932,3561.864899
1097,2912,57027,Pristimantis urichi,3149.6101,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.742821663,0.004304805,52.0966142
1098,3246,57371,Thoropa miliaris,500341.9177,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,78.77061808,0.849682215,9835.190002
1099,3269,57399,Boophis englaenderi,5480.955798,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.256070532,0.026652076,316.4992342
1100,3274,57407,Boophis jaegeri,391.3186545,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.734460991,0.00220072,26.34228825
1101,3292,57428,Boophis septentrionalis,18112.67063,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.056487753,0.007617384,90.35940523
1102,3309,57445,Mantella laevigata,17602.26973,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.773104817,0.030189784,358.3222908
1103,3315,57451,Mantella viridis,802.8624406,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.916463954,0.001566177,18.84805657
1104,3323,57459,Mantidactylus ambreensis,9698.010628,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.119165821,0.004389884,52.52196702
1105,3348,57486,Gephyromantis granulatus,14038.22506,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.12932818,0.001376568,16.50087812
1106,3351,57489,Gephyromantis horridus,1003.382924,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.12932818,0.001376568,16.50087812
1107,3356,57494,Gephyromantis leucomaculatus,19420.09223,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.206993886,0.030600822,363.1728548
1108,3364,57502,Spinomantis massi,7734.390911,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.704756671,0.002654005,31.78024339
1109,3375,57513,Gephyromantis pseudoasper,20435.98058,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.753169985,0.019409924,231.8303714
1110,3379,57517,Gephyromantis rivicola,8412.904923,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.121982684,0.024571644,291.8462804
1111,3380,57518,Gephyromantis salegy,4037.460579,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.322687638,0.000830592,9.867129159
1112,3384,57522,Gephyromantis silvanus,3068.0737,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.974819827,0.026401539,313.530268
1113,3386,57524,Gephyromantis striatus,10455.97195,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.949438619,0.008421616,100.0559888
1114,3394,57532,Gephyromantis webbi,2489.12113,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.106945355,0.027045468,321.1926963
1115,3395,57533,Blommersia wittei,69114.35524,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,60.21559897,0.434390095,5166.448936
1116,3521,57672,Choerophryne variegata,4888.034001,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.296977207,0.26328104,3215.095971
1117,3530,57681,Arcovomer passarellii,39731.31788,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,36.75601825,0.417243079,4770.132418
1118,3550,57702,Austrochaperina yelaensis,1108.336851,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.887576784,0.001605914,19.3837442
1119,3562,57715,Breviceps montanus,33222.84067,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.554862995,0.049229754,500.8248335
1120,3564,57717,Breviceps namaquensis,34423.00642,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.21615503,0.037387503,391.3646983
