OBJECTID,SISID,binomial,Shape_Length,Shape_Area,Original_area_km2
726,22681908,Capito maculicoronatus,42.83724349,10.946375,133684.287
727,22681911,Capito squamatus,15.83581674,5.153130814,63414.19657
728,22681914,Capito hypoleucus,30.35150997,0.759699685,9292.928514
729,22681917,Capito dayi,41.45113733,97.52853742,1182934.11
730,22681920,Capito quinticolor,21.249785,3.011519248,37003.82596
731,22681929,Capito brunneipectus,15.24484436,10.51962408,129171.2996
732,22681939,Eubucco bourcierii,114.4002472,19.11922454,234502.96
733,22681942,Eubucco tucinkae,16.38821186,14.71865362,177646.6678
734,22681953,Semnornis frantzii,11.10143428,1.307225892,15874.4004
735,22681956,Semnornis ramphastinus,21.55680211,3.63072447,44636.55438
736,22681978,Aulacorhynchus haematopygus,53.02653171,14.61025622,179236.7354
737,22681981,Aulacorhynchus huallagae,4.838671136,0.221520827,2703.98254
738,22681984,Aulacorhynchus coeruleicinctis,30.91133609,8.665077499,103154.349
739,22681994,Pteroglossus viridis,59.33940735,126.9108345,1558689.152
740,22682014,Pteroglossus castanotis,120.3223664,422.601823,5071423.73
741,22682017,Pteroglossus aracari,237.0448155,274.2575196,3320071.139
742,22682028,Pteroglossus frantzii,15.93765107,1.616714155,19662.47646
743,22682038,Pteroglossus pluricinctus,72.97264833,133.1364819,1636972.184
744,22682041,Pteroglossus beauharnaisii,78.45407364,150.0652398,1824130.056
745,22682044,Pteroglossus bailloni,60.2611771,58.05426549,657171.6534
746,22682050,Andigena laminirostris,8.261103545,1.165906852,14349.42359
747,22682055,Andigena hypoglauca,47.73515335,10.03150384,122386.8948
748,22682061,Andigena cucullata,19.07930834,4.109641787,48713.29181
749,22682066,Andigena nigrirostris,52.999795,8.974597669,110031.7061
750,22682071,Selenidera spectabilis,69.47238628,12.67124631,153225.8617
751,22682081,Selenidera nattereri,36.13300933,71.50890043,879234.0212
752,22682084,Selenidera piperivora,51.54059096,88.77244227,1090580.182
753,22682093,Selenidera maculirostris,65.11924261,81.94514214,930796.2464
754,22682096,Selenidera gouldii,87.94294375,157.7542288,1919679.055
755,22682102,Ramphastos sulfuratus,168.9672798,57.25012895,679921.7667
756,22682105,Ramphastos brevis,42.44084173,8.606608909,105687.7908
757,22682129,Ramphastos dicolorus,65.67713031,123.5769299,1394173.955
758,22682153,Ramphastos tucanus,169.3853609,192.8300466,2365923.926
759,22682159,Ramphastos cuvieri,93.55962949,410.8781292,5001269.275
760,22682164,Ramphastos toco,254.0253548,392.5372973,4573557.982
761,22682167,Galbalcyrhynchus leucotis,35.29277838,39.02715469,479713.095
762,22682170,Galbalcyrhynchus purusianus,31.80331634,67.53926151,821116.2057
763,22682174,Brachygalba salmoni,16.9452874,4.170852727,50825.10113
764,22682177,Brachygalba goeringi,16.68607609,11.00031046,133848.5354
765,22682180,Brachygalba lugubris,188.0612091,394.9081727,4798732.176
766,22682183,Brachygalba albogularis,28.46089512,54.25117447,660188.8798
767,22682186,Jacamaralcyon tridactyla,22.35949726,16.86021427,196625.182
768,22682196,Galbula cyanicollis,100.4051348,221.4455476,2704989.151
769,22682200,Galbula ruficauda,410.6868175,633.1999805,7606981.491
770,22682203,Galbula galbula,80.48666013,156.9491741,1927631.311
771,22682206,Galbula pastazae,24.51492581,1.788114978,21991.50564
772,22682209,Galbula tombacea,48.54746083,78.83782226,969410.2734
773,22682212,Galbula cyanescens,41.31798944,97.59376426,1188872.97
774,22682215,Galbula chalcothorax,35.66106317,66.62171723,816496.5971
775,22682218,Galbula leucogastra,114.2896817,244.9396119,2991389.009
776,22682221,Galbula dea,180.8204436,484.4721496,5923839.945
777,22682224,Jacamerops aureus,254.9641887,469.3602174,5748808.416
778,22682240,Notharchus pectoralis,62.51311298,16.19968617,197999.6066
779,22682243,Notharchus ordii,70.00004352,42.81054789,524003.6871
780,22682249,Cyphos macrodactylus,70.75560272,272.0036502,3329800.846
781,22682252,Nystactes tamatia,192.7061651,355.3780101,4349387.649
782,22682255,Nystactes noanamae,24.47988034,2.531127619,30985.24203
783,22682258,Bucco capensis,179.6335154,445.1527027,5454762.804
784,22682261,Nystalus radiatus,72.9780021,19.30141548,236341.6518
785,22682264,Nystalus chacuru,131.6732757,367.6278346,4329399.916
786,22682267,Nystalus striolatus,95.60974136,241.0547516,2922730.443
787,22682270,Nystalus maculatus,147.1812981,309.5641324,3642310.69
788,22682277,Malacoptila fusca,104.7747788,155.6596208,1912120.551
789,22682280,Malacoptila semicincta,28.40806857,53.43726312,649580.4986
790,22682286,Malacoptila fulvogularis,72.54657966,9.952723336,120065.9786
791,22682289,Malacoptila rufa,93.06436635,213.3631115,2602519.096
792,22682292,Malacoptila panamensis,149.7094871,42.72500879,516565.154
793,22682295,Malacoptila mystacalis,45.13336005,7.701528053,94078.45926
794,22682298,Micromonacha lanceolata,95.10738961,134.8707217,1651103.843
795,22682301,Nonnula rubecula,126.3796609,452.1215054,5438466.562
796,22682304,Nonnula sclateri,30.4332498,52.76852818,642847.8951
797,22682307,Nonnula brunnea,24.05833391,20.4411064,251218.7046
798,22682310,Nonnula frontalis,38.10336538,14.33760235,174551.9038
799,22682315,Nonnula ruficapilla,83.33092131,233.7358668,2841835.521
800,22682319,Nonnula amaurocephala,6.238976454,2.048188704,25182.25393
801,22682322,Hapaloptila castanea,45.55522246,2.592803268,31778.43357
802,22682325,Monasa atra,76.07708,140.9699064,1731256.434
803,22682328,Monasa nigrifrons,150.733433,579.3802439,7021609.623
804,22682331,Monasa morphoeus,200.5746821,427.5823402,5209950.934
805,22682334,Monasa flavirostris,50.10082535,64.35531763,785435.6189
806,22682337,Chelidoptera tenebrosa,281.2240273,714.0231188,8689892.055
807,22682363,Lophoceros camurus,170.086979,138.7064372,1703079.375
808,22682367,Tockus monteiri,36.00051047,34.39566899,399497.7447
809,22682379,Tockus flavirostris,102.2944362,118.5511579,1449735.554
810,22682384,Tockus leucomelas,121.6728331,158.3499736,1820146.184
811,22682388,Tockus jacksoni,14.46641382,9.177565285,112774.9076
812,22682392,Tockus deckeni,87.82627981,132.8277739,1628839.956
813,22682396,Lophoceros alboterminatus,380.5340263,250.8433787,3002488.606
814,22682400,Lophoceros bradfieldi,34.72964661,67.67112918,790503.6294
815,22682409,Lophoceros hemprichii,84.26018434,45.03472725,547123.9002
816,22682413,Lophoceros nasutus,531.2983843,818.938241,9829810.834
817,22682417,Lophoceros pallidirostris,120.185359,162.4755638,1957657.554
818,22682421,Ocyceros griseus,30.22604482,19.38265711,230741.5654
819,22682425,Ocyceros gingalensis,15.43266489,5.320167042,64916.28828
820,22682429,Ocyceros birostris,91.22254691,180.2954195,2062710.853
821,22682433,Anthracoceros coronatus,56.96662806,60.41386179,701585.8667
822,22682437,Anthracoceros albirostris,532.921029,380.2637517,4467488.045
823,22682441,Anthracoceros malayanus,234.516932,64.9695385,798558.2765
824,22682444,Anthracoceros marchei,21.88445502,1.102845259,13374.98621
825,22682447,Anthracoceros montani,5.11068664,0.132587993,1624.396703
826,22682450,Buceros rhinoceros,203.2249752,118.4992374,1455791.205
827,22682453,Buceros bicornis,330.5086942,251.6010986,2951373.788
828,22682464,Rhinoplax vigil,240.3626505,99.00372016,1216391.237
829,22682485,Anorrhinus galeritus,196.9998178,112.4654096,1381919.772
830,22682488,Penelopides manillae,55.08743196,8.833217618,104660.8971
831,22682491,Penelopides mindorensis,13.57104039,0.711072781,8535.86692
832,22682494,Penelopides panini,29.07068707,2.280830389,27587.92072
833,22682504,Rhabdotorrhinus exarhatus,55.96992374,10.41578122,128079.1144
834,22682507,Berenicornis comatus,275.1127459,96.08686237,1179088.737
835,22682510,Aceros nipalensis,83.98236965,43.21238255,484788.0122
836,22682514,Rhabdotorrhinus corrugatus,239.9767635,72.59874155,892567.1839
837,22682517,Rhabdotorrhinus waldeni,21.62963387,1.933629528,23405.14727
838,22682522,Rhabdotorrhinus leucocephalus,44.43140431,7.376899803,89999.67015
839,22682525,Rhyticeros cassidix,88.32915532,13.38314,164525.7381
840,22682528,Rhyticeros undulatus,372.0599964,269.651491,3224930.722
841,22682531,Rhyticeros narcondami,0.096499913,0.000543416,6.51060133
842,22682535,Rhyticeros everetti,5.455906489,0.882090941,10704.53191
843,22682541,Rhyticeros subruficollis,47.04055568,6.065284371,72271.68851
844,22682544,Rhyticeros plicatus,373.408352,61.57106179,754092.3439
845,22682548,Bycanistes bucinator,171.9579036,339.991635,4073263.042
846,22682570,Bycanistes brevis,99.30987399,68.67093177,834420.0904
847,22682577,Bycanistes subcylindricus,178.2215673,93.63463356,1147252.125
848,22682585,Bycanistes cylindricus,31.14075294,39.03872771,476996.3154
849,22682609,Bycanistes albotibialis,94.98184295,170.6127888,2097434.501
850,22682621,Ceratogymna atrata,150.9265804,185.8160941,2282418.983
851,22682627,Ceratogymna elata,79.81933639,40.52495453,495221.2227
852,22682632,Bucorvus abyssinicus,237.6229935,369.6228562,4481106.095
853,22682638,Bucorvus leadbeateri,214.9389618,410.1810101,4867694.745
854,22682655,Upupa epops,2260.509586,6030.857193,61806496.78
855,22682667,Phoeniculus purpureus,328.805533,1029.42305,12279497.69
856,22682673,Phoeniculus damarensis,58.3628346,69.68726695,828681.8526
857,22682678,Phoeniculus somaliensis,170.7455594,87.48263071,1065180.935
858,22682684,Phoeniculus bollei,134.4005922,105.7167765,1297331.717
859,22682689,Rhinopomastus castaneiceps,93.5617021,50.76044119,622384.5311
860,22682698,Rhinopomastus aterrimus,401.8216795,645.7591881,7792092.402
861,22682704,Rhinopomastus cyanomelas,282.0367406,545.0385041,6396573.656
862,22682710,Rhinopomastus minor,106.0057873,168.5237376,2064352.884
863,22682715,Apaloderma narina,495.7653166,906.615056,10931170.75
864,22682719,Apaloderma aequatoriale,81.1227803,51.74209688,636334.1529
865,22682723,Apaloderma vittatum,112.1420063,39.81480779,485907.2547
866,22682727,Pharomachrus mocinno,44.70282591,12.51848905,149080.9266
867,22682732,Pharomachrus antisianus,110.3772324,35.17239183,427105.6311
868,22682735,Pharomachrus fulgidus,12.64656824,1.805618363,21863.06794
869,22682738,Pharomachrus auriceps,129.0755293,40.62363828,494370.3737
870,22682741,Pharomachrus pavoninus,72.12984542,307.120943,3760690.981
871,22682744,Euptilotis neoxenus,35.77078166,30.31646975,338192.5011
872,22682748,Priotelus temnurus,46.10732312,9.506589444,108974.5264
873,22682751,Temnotrogon roseigaster,9.740830537,1.306601111,15245.70667
874,22682760,Trogon massena,146.3524521,41.31039464,493361.5541
875,22682768,Trogon clathratus,20.99428293,1.34053507,16279.97433
876,22682771,Trogon comptus,36.31373769,6.47066786,79438.49043
877,22682776,Trogon bairdii,10.07498318,1.029279008,12518.03258
878,22682785,Trogon citreolus,47.55359197,10.64442346,123855.7107
879,22682788,Trogon melanocephalus,103.6595051,37.71028906,443933.9545
880,22682791,Trogon mexicanus,85.0242012,32.42757146,374721.0046
881,22682807,Trogon personatus,143.1113794,61.40679233,745891.4329
882,22682810,Trogon rufus,356.1456431,551.6783247,6666261.167
883,22682816,Trogon curucui,154.8824706,613.0396613,7396183.747
884,22682824,Apalharpactes reinwardtii,6.924619874,0.493281571,6026.286246
885,22682830,Harpactes fasciatus,69.63741679,34.43198555,406864.2969
886,22682833,Harpactes kasumba,185.0529126,80.47586941,989220.704
887,22682836,Harpactes diardii,218.1442266,90.22832456,1108722.666
888,22682839,Harpactes ardens,115.7277835,17.56867359,211441.2943
889,22682842,Harpactes whiteheadi,14.9812575,1.515524656,18608.27299
890,22682845,Harpactes orrhophaeus,112.5877288,38.25329821,470107.3509
891,22682848,Harpactes duvaucelii,278.1837125,102.0250899,1253066.176
892,22682851,Harpactes oreskios,211.4084726,138.7670672,1639640.197
893,22682854,Harpactes erythrocephalus,293.5362143,229.9845608,2608213.576
894,22682857,Harpactes wardi,33.98215001,12.41415694,135655.4715
895,22682860,Coracias garrulus,1486.073525,3235.857867,34098146.59
896,22682865,Coracias abyssinicus,340.4062187,583.3866584,7043334.91
897,22682874,Coracias caudatus,327.8101912,744.6992074,8820950.981
898,22682883,Coracias spatulatus,163.1737367,244.3632893,2916389.277
899,22682892,Coracias naevius,590.315633,779.8406812,9355447.798
900,22682905,Coracias temminckii,101.3998213,11.94109519,146790.5032
901,22682908,Coracias cyanogaster,138.5540018,167.4493875,2031600.482
902,22682912,Eurystomus glaucurus,621.1742258,1146.463438,13879017.19
903,22682916,Eurystomus gularis,178.8847551,230.3668685,2827858.215
904,22682920,Eurystomus orientalis,2001.079109,1189.408676,12920450.51
905,22682926,Eurystomus azureus,18.93308788,1.681434508,20693.57852
906,22682931,Brachypteracias leptosomus,73.25244347,3.336231849,39070.31729
907,22682937,Geobiastes squamiger,61.15166982,1.808037868,21195.38693
908,22682955,Atelornis pittoides,82.31662384,3.917951312,45907.83137
909,22682961,Atelornis crossleyi,64.78415904,1.912114308,22418.56018
910,22682969,Uratelornis chimaera,5.41184908,1.07393324,12247.61575
911,22682975,Leptosomus discolor,66.36293,51.0579829,592877.1128
912,22682980,Hylomanes momotula,86.11184467,29.00140908,343981.0904
913,22682983,Aspatha gularis,27.26728548,8.337858434,99078.83683
914,22682986,Electron platyrhynchum,221.3838542,235.3109319,2864029.399
915,22682989,Electron carinatum,47.9490616,3.643254035,43323.45814
916,22682992,Eumomota superciliosa,67.32292124,20.53540338,242411.7568
917,22682995,Baryphthengus martii,174.9931798,265.8842004,3233999.271
918,22682998,Baryphthengus ruficapillus,72.84015413,136.694911,1565700.174
919,22683001,Momotus mexicanus,64.32711482,27.90741938,322917.0096
920,22683009,Todus multicolor,49.97885014,9.569624491,109693.0821
921,22683012,Todus angustirostris,25.3043674,6.356181858,74117.20997
922,22683015,Todus mexicanus,5.544643514,0.749520235,8774.419367
923,22683018,Todus todus,6.877556024,0.941118255,11021.78978
924,22683021,Todus subulatus,26.60710675,6.414682158,74799.65471
925,22683024,Alcedo hercules,114.3021937,61.45941216,698154.5251
926,22683027,Alcedo atthis,3395.81208,2992.101313,28199683.45
927,22683033,Alcedo semitorquata,293.1640388,292.7792476,3463946.08
928,22683037,Alcedo quadribrachys,204.8235766,381.6610918,4674169.882
929,22683042,Alcedo meninting,623.8145663,307.0659434,3655044.17
930,22683045,Ceyx azureus,767.9688126,300.5168559,3398465.784
931,22683051,Ceyx websteri,68.88105912,1.119218996,13725.07498
932,22683093,Corythornis vintsioides,79.91985096,49.29203361,572332.9536
933,22683099,Corythornis thomensis,1.288580369,0.069750307,858.5531775
934,22683106,Corythornis nais,0.665383117,0.011917841,146.6403706
935,22683112,Corythornis leucogaster,174.5076675,223.1863327,2739570.07
936,22683117,Alcedo coerulescens,102.9164639,17.87256383,218568.8675
937,22683121,Ceyx pusillus,468.917369,75.08588428,910078.484
938,22683156,Corythornis madagascariensis,151.121707,13.54763938,158669.7648
939,22683165,Ispidina picta,485.3626199,1148.343575,13894316.78
940,22683174,Ispidina lecontei,121.9458756,178.725304,2195919.265
941,22683189,Dacelo novaeguineae,293.3354511,257.9950263,2766195.007
942,22683193,Dacelo leachii,438.9291737,186.789712,2183209.433
943,22683196,Dacelo tyro,34.05368921,3.024989143,36879.47994
944,22683199,Dacelo gaudichaud,261.903443,54.80764927,671237.7993
945,22683202,Clytoceyx rex,87.1543985,27.80575043,340615.5866
946,22683213,Pelargopsis amauroptera,221.0427579,10.84346656,126296.8512
947,22683227,Pelargopsis capensis,797.0759455,431.9613995,5091859.281
948,22683230,Pelargopsis melanorhyncha,108.4354721,13.66877511,168034.9795
949,22683234,Halcyon coromanda,1071.976662,365.5478243,4234715.632
950,22683237,Halcyon badia,137.2617929,260.3209241,3197016.013
951,22683249,Halcyon pileata,1351.766809,626.9148414,7076332.003
952,22683252,Halcyon cyanoventris,35.61000684,10.77784959,131597.7218
953,22683255,Halcyon leucocephala,449.7869385,1224.322062,14794370.59
954,22683260,Halcyon senegalensis,528.6008827,1220.690212,14748959.09
955,22683265,Halcyon senegaloides,133.6816281,16.54574342,193737.9981
956,22683269,Halcyon malimbica,231.7733215,390.1379001,4773729.106
957,22683273,Halcyon albiventris,281.7293877,317.8552962,3765318.104
958,22683278,Halcyon chelicuti,556.6331238,1092.504105,13119821.37
959,22683282,Todiramphus nigrocyaneus,187.5587534,37.81132382,463344.2774
960,22683291,Todiramphus winchelli,96.80520477,10.94120428,133080.3508
961,22683304,Todiramphus diops,23.24089838,2.046673912,25186.56723
962,22683310,Todiramphus lazuli,12.34292723,1.496229518,18388.63954
963,22683322,Todiramphus macleayii,427.2512491,112.2428674,1316136.982
964,22683328,Todiramphus albonotatus,24.46316743,2.449700709,30015.5856
965,22683341,Todiramphus leucopygius,33.38015888,1.900811195,23194.37428
966,22683347,Todiramphus farquhari,13.96609434,0.475097889,5637.517702
967,22683357,Todiramphus pyrrhopygius,315.4771701,670.0278815,7434889.62
968,22683368,Todiramphus recurvirostris,3.793659946,0.240446268,2877.152467
969,22683387,Todiramphus funebris,14.42901106,1.471279561,18106.904
970,22683399,Todiramphus chloris,1591.134428,316.8757985,3827688.485
971,22683410,Todiramphus enigma,2.616207515,0.082950288,1018.350513
972,22683422,Todiramphus saurophagus,298.2911556,10.94761372,134275.3991
973,22683428,Todiramphus australasia,45.66354122,4.495341249,54650.75822
974,22683442,Todiramphus sanctus,1407.659432,724.4730687,8193836.291
975,22683465,Todiramphus ruficollaris,0.261905834,0.00440474,50.39503734
976,22683479,Todiramphus tutus,4.844881503,0.03795872,447.0243095
977,22683487,Todiramphus godeffroyi,1.99854537,0.031489773,382.0972059
978,22683499,Todiramphus gambieri,0.823206325,0.00352855,41.08100911
979,22683512,Caridonax fulgidus,28.86105272,2.748095853,33455.22061
980,22683516,Melidora macrorrhina,229.4548449,53.45830976,654694.3798
981,22683532,Actenoides concretus,329.5433088,83.37770762,1024430.307
982,22683535,Actenoides lindsayi,72.62356634,8.953033706,106620.8802
983,22683542,Actenoides hombroni,19.72901043,2.027613521,24714.27605
984,22683566,Syma torotoro,271.8851107,53.21393877,650714.6242
985,22683569,Syma megarhyncha,96.07411575,12.85729203,157417.5515
986,22683572,Tanysiptera hydrocharis,31.11780798,4.010090234,48883.40904
987,22683577,Tanysiptera galatea,453.7054321,57.3069278,702145.1323
988,22683582,Tanysiptera ellioti,1.277127297,0.014305001,176.0440492
989,22683587,Tanysiptera riedelii,3.75121014,0.205283735,2526.514238
990,22683592,Tanysiptera carolinae,0.945943397,0.02730255,336.0157644
991,22683597,Tanysiptera nympha,60.89448399,8.499795012,104476.2494
992,22683602,Tanysiptera danae,20.5389529,2.233340617,27139.20622
993,22683616,Megaceryle maxima,523.5876835,1092.355614,13132773.1
994,22683620,Megaceryle lugubris,513.6878387,468.7167914,5023866.597
995,22683623,Megaceryle alcyon,3035.182308,2159.423071,18076453.7
996,22683634,Megaceryle torquata,1309.819282,1411.696083,16295693
997,22683645,Ceryle rudis,1254.068151,2026.501076,23875596.72
998,22683649,Chloroceryle amazona,541.6484173,1188.750278,14157094.05
999,22683652,Chloroceryle americana,642.9069788,1434.42741,16947012.03
1000,22683655,Chloroceryle inda,347.301447,705.3040217,8573852.643
1001,22683658,Chloroceryle aenea,450.7946299,770.961972,9332236.971
1002,22683661,Nyctyornis amictus,247.4657125,121.646888,1491999.02
1003,22683664,Nyctyornis athertoni,235.2235771,227.767438,2622419.032
1004,22683667,Meropogon forsteni,47.44568099,11.05007349,135924.6291
1005,22683670,Merops gularis,174.7951607,247.5587478,3038824.771
1006,22683680,Merops bulocki,150.8422524,242.1197769,2933792.338
1007,22683684,Merops bullockoides,244.414584,446.9215969,5313200.831
1008,22683688,Merops pusillus,555.4624679,1194.865966,14410205.47
1009,22683697,Merops oreobates,79.91180286,29.34923911,360929.766
1010,22683702,Merops hirundineus,355.7025173,717.9425019,8552158.907
1011,22683706,Merops breweri,97.97181457,132.8946067,1632556.214
1012,22683710,Merops revoilii,66.93310241,78.33769658,958253.2733
1013,22683714,Merops albicollis,502.3646633,863.2668427,10467053.25
1014,22683728,Merops boehmi,101.1949422,57.85057063,700045.7643
1015,22683740,Merops persicus,1051.434035,1394.087357,16159860.4
1016,22683744,Merops superciliosus,439.2456974,354.7328212,4269667.991
1017,22683750,Merops philippinus,1183.141416,549.2685358,6418827.557
1018,22683753,Merops ornatus,977.1223745,676.3170178,7621146.397
1019,22683756,Merops apiaster,1128.147752,1392.036668,13242112.46
1020,22683761,Merops leschenaulti,400.1239078,241.2981234,2822479.841
1021,22683764,Merops malimbicus,145.463667,118.6684793,1453379.979
1022,22683768,Merops nubicus,205.1916991,685.483282,8295540.866
1023,22683772,Merops nubicoides,138.4997873,318.2269974,3785267.231
1024,22683776,Colius striatus,426.6685926,669.8216855,8057058.111
1025,22683780,Colius leucocephalus,44.70358282,43.34088222,533004.1316
1026,22683784,Colius castanotus,28.1125974,23.90677074,289003.1379
1027,22683788,Colius colius,76.6207912,146.3254524,1611547.94
1028,22683792,Urocolius macrourus,446.0994601,478.8211262,5779907.325
1029,22683796,Urocolius indicus,276.7612409,304.1643005,3462477.037
1030,22683800,Clamator jacobinus,854.7938462,1568.385414,18573702.84
1031,22683808,Clamator levaillantii,368.6336201,1165.914912,14092846.66
1032,22683816,Clamator coromandus,1020.782368,804.6086877,9231559.523
1033,22683819,Clamator glandarius,770.4776635,1176.443716,13828207.68
1034,22683823,Pachycoccyx audeberti,317.6557814,367.1832676,4406792.518
1035,22683827,Cuculus crassirostris,65.54840459,6.845622962,84201.39937
1036,22683846,Hierococcyx varius,239.3385448,285.4499284,3245224.936
1037,22683850,Hierococcyx vagans,288.8553937,79.65307723,976640.622
1038,22683862,Cuculus solitarius,463.8396528,1003.84836,12080860.49
1039,22683866,Cuculus clamosus,427.6285731,1161.178106,13971168.08
1040,22683870,Cuculus micropterus,1006.56864,966.2694274,10508131.4
1041,22683873,Cuculus canorus,3626.267583,5917.254009,49980171.62
1042,22683879,Cuculus gularis,578.1893305,1036.788806,12450204.89
1043,22683889,Cuculus poliocephalus,750.6746405,807.2035433,8849821.591
1044,22683893,Cuculus rochii,302.5765776,223.1852588,2686763.832
1045,22683898,Heteroscenes pallidus,431.1798962,701.1006842,7756188.157
1046,22683909,Cercococcyx olivinus,121.9069482,149.8580396,1841092.2
1047,22683913,Cercococcyx montanus,128.520583,61.37507701,739879.8874
1048,22683917,Cacomantis sonneratii,622.8156401,418.9054401,4946051.573
1049,22683920,Cacomantis passerinus,119.3717655,187.1326231,2145234.664
1050,22683923,Cacomantis merulinus,940.1008624,445.9397245,5252276.22
1051,22683932,Cacomantis castaneiventris,281.0782244,64.64229253,790921.4125
1052,22683935,Cacomantis aeruginosus,35.1642464,4.007330559,49279.18427
1053,22683941,Cacomantis flabelliformis,535.7441474,227.6632475,2434297.398
1054,22683944,Chalcites megarhynchus,89.27123832,12.41101405,152359.4293
1055,22683968,Chalcites crassirostris,11.18821214,0.389015118,4749.844478
1056,22683973,Chalcites lucidus,1267.399118,479.2712571,5267900.473
1057,22683982,Chalcites basalis,865.7294949,770.0329446,8599643.815
1058,22683990,Chalcites ruficollis,60.93427736,12.76158041,156338.9924
1059,22683995,Chalcites meyerii,186.6231649,41.86782203,513224.7002
1060,22684000,Chrysococcyx maculatus,303.7958358,217.6776775,2480569.334
1061,22684003,Chrysococcyx xanthorhynchus,622.316323,246.5128152,2959247.845
1062,22684006,Chalcites osculans,444.9816202,643.6434926,7147735.087
1063,22684012,Chrysococcyx flavigularis,123.3555513,173.4447587,2131080.337
1064,22684017,Chrysococcyx klaas,519.1513153,1172.636299,14137382.45
1065,22684021,Chrysococcyx cupreus,458.5957471,941.491628,11401808.73
1066,22684026,Chrysococcyx caprius,574.8789313,1567.817493,18734622.34
1067,22684032,Caliechthrus leucolophus,176.5997535,40.68096032,498711.3042
1068,22684046,Microdynamis parva,206.8928523,49.64991533,607992.547
1069,22684049,Eudynamys scolopaceus,1054.402558,848.3551644,9698357.333
1070,22684072,Urodynamis taitensis,3252.976742,51.74922225,584398.541
1071,22684079,Scythrops novaehollandiae,936.704764,254.1706599,2988343.22
1072,22684092,Phaenicophaeus diardi,280.8322104,102.1542996,1255042.786
1073,22684095,Phaenicophaeus sumatranus,332.8088445,104.2599014,1280940.199
1074,22684098,Phaenicophaeus tristis,454.2487936,378.027182,4372617.748
1075,22684101,Phaenicophaeus viridirostris,72.56703794,66.01419561,784705.4915
1076,22684104,Taccocua leschenaultii,141.1340431,233.9164129,2673796.172
1077,22684107,Rhinortha chlorophaea,233.1404365,115.7989007,1422259.399
1078,22684110,Zanclostomus javanicus,233.0562095,125.0252567,1534805.072
1079,22684113,Rhamphococcyx calyorhynchus,74.25344156,13.602385,167233.2484
1080,22684123,Phaenicophaeus pyrrhocephalus,8.261665727,2.99180446,36559.07388
1081,22684126,Dasylophus superciliosus,17.61518081,1.37362914,16303.39618
1082,22684129,Lepidogrammus cumingi,32.21923918,3.413183581,40477.5088
1083,22684132,Carpococcyx radiceus,99.43984455,37.96318443,466895.6125
1084,22684138,Carpococcyx renauldi,132.8658247,38.39830818,457297.1146
1085,22684143,Coua delalandei,1.095331044,0.014254719,168.0761233
1086,22684148,Coua gigas,36.94321767,12.91904304,149355.4054
1087,22684152,Coua coquereli,49.53765667,13.5266312,158102.8503
1088,22684156,Coua serriana,22.82367733,5.300890271,62730.33256
1089,22684160,Coua reynaudii,52.23608146,27.53610818,320731.9543
1090,22684164,Coua cursor,16.48780985,4.541271955,51235.56915
1091,22684184,Coua verreauxi,9.644668802,1.804609821,20300.72342
1092,22684188,Coua caerulea,50.33754222,28.65248678,333705.2364
1093,22684192,Centropus milo,23.73165045,0.906643352,11026.51296
1094,22684195,Centropus goliath,23.02545337,2.064578725,25406.98707
1095,22684198,Centropus violaceus,35.47815347,3.158422463,38717.47772
1096,22684202,Centropus menbeki,256.2497621,52.74507484,645859.5812
1097,22684206,Centropus ateralbus,39.60457209,3.343429423,40984.97867
1098,22684209,Centropus phasianinus,556.6049785,228.6852914,2665218.798
1099,22684212,Centropus spilopterus,5.116747808,0.090639187,1110.387029
1100,22684215,Centropus bernsteini,149.4441898,42.15657083,516863.7466
1101,22684219,Centropus chalybeus,3.75121014,0.205283735,2526.514238
1102,22684222,Centropus rectunguis,322.4466515,89.87150089,1104920.776
1103,22684225,Centropus steerii,14.69305494,0.058287481,699.1166617
1104,22684229,Centropus sinensis,850.6079272,685.9959071,7931277.013
1105,22684232,Centropus andamanensis,19.78032155,0.597595676,7211.897314
1106,22684236,Centropus nigrorufus,34.38152942,2.29774948,28067.54561
1107,22684240,Centropus viridis,152.8821811,22.77266645,273885.3797
1108,22684243,Centropus toulou,62.91338398,50.90166268,590995.7218
1109,22684249,Centropus grillii,560.9821077,703.1071595,8529578.26
1110,22684254,Centropus bengalensis,1069.171629,515.7529825,6030012.727
1111,22684257,Centropus chlororhynchos,4.952725495,0.915024183,11188.06721
1112,22684260,Centropus leucogaster,139.4819163,109.1761233,1335453.72
1113,22684266,Centropus anselli,59.55602186,86.10456605,1058982.491
1114,22684276,Centropus monachus,306.4619186,238.6638958,2920086.782
1115,22684280,Centropus cupreicaudus,110.3566444,145.6540556,1750321.944
1116,22684284,Centropus senegalensis,459.7325203,815.4745642,9872518.15
1117,22684288,Centropus superciliosus,449.0778333,609.1417837,7293093.07
1118,22684300,Centropus melanops,75.73340567,8.715046233,106106.0051
1119,22684303,Centropus celebensis,118.8736503,10.97719596,134955.4814
1120,22684306,Centropus unirufus,61.39589213,6.788678523,80442.95015
1121,22684309,Coccycua pumila,66.2099619,53.08952146,647661.6307
1122,22684318,Coccycua cinerea,117.7288463,458.514034,5265948.517
1123,22684328,Coccyzus erythropthalmus,998.3547394,1074.748821,10934644.78
1124,22684331,Coccyzus americanus,1198.123426,1862.012876,21065620.1
1125,22684334,Coccyzus euleri,266.8044679,750.6475248,9036285.31
